CAND_ID,CAND_NAME,state,lname,fname,minitial,bioguide_id,thomas_id,NodeID
H6CA39020,"ROYCE, EDWARD R",CA,ROYCE,EDWARD,R,R000487,998,430
H6CA39020,"ROYCE, EDWARD RANDALL",CA,ROYCE,EDWARD,RANDALL,R000487,998,430
S0FL00338,"RUBIO, MARCO",FL,RUBIO,MARCO,,R000595,2084,431
H2CA36439,"RUIZ, RAUL DR.",CA,RUIZ,RAUL,DR.,R000599,2109,432
H2MD02160,"RUPPERSBERGER, C.A. DUTCH",MD,RUPPERSBERGER,C.A.,DUTCH,R000576,1728,433
H2MD02160,"RUPPERSBERGER, DUTCH",MD,RUPPERSBERGER,DUTCH,,R000576,1728,433
H2IL01042,"RUSH, BOBBY L",IL,RUSH,BOBBY,L,R000515,1003,434
H2IL01042,"RUSH, BOBBY LEE",IL,RUSH,BOBBY,LEE,R000515,1003,434
H4OK05132,"RUSSELL, STEVEN DANE",OK,RUSSELL,STEVEN,DANE,R000604,0,435
H8WI01024,"RYAN, PAUL D",WI,RYAN,PAUL,D,R000570,1560,436
H8WI01024,"RYAN, PAUL D.",WI,RYAN,PAUL,D.,R000570,1560,436
H2OH17109,"RYAN, TIMOTHY",OH,RYAN,TIMOTHY,,0,1756,437
H2OH17109,"RYAN, TIMOTHY J",OH,RYAN,TIMOTHY,J,0,1756,437
H2OH17109,"RYAN, TIMOTHY J.",OH,RYAN,TIMOTHY,J.,0,1756,437
H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO",MP,SABLAN,GREGORIO,KILILI CAMACHO,S001177,1962,438
H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO REP.",MP,SABLAN,GREGORIO,KILILI CAMACHO REP.,S001177,1962,438
H4AZ01038,"SALMON, MATT",AZ,SALMON,MATT,,S000018,1009,439
H4AZ01038,"SALMON, MATTHEW J",AZ,SALMON,MATTHEW,J,S000018,1009,439
H4AZ01038,"SALMON, MATTHEW JAMES",AZ,SALMON,MATTHEW,JAMES,S000018,1009,439
H6CA51074,"SANCHEZ, CARLOS J MR",CA,SANCHEZ,CARLOS,J MR,S001156,1757,440
H2CA39078,"SANCHEZ, LINDA",CA,SANCHEZ,LINDA,,S001156,1757,440
H6CA46033,"SANCHEZ, LORETTA",CA,SANCHEZ,LORETTA,,S000030,1522,441
S6CA00691,"SANCHEZ, LORETTA",CA,SANCHEZ,LORETTA,,S000030,1522,441
H8VT01016,"SANDERS, BERNARD",VT,SANDERS,BERNARD,,S000033,1010,442
H8VT01016,"SANDERS, BERNARD CONGRESSMAN",VT,SANDERS,BERNARD,CONGRESSMAN,S000033,1010,442
S4VT00033,"SANDERS, BERNARD",VT,SANDERS,BERNARD,,S000033,1010,442
H4SC01073,"SANFORD, MARSHALL",SC,SANFORD,MARSHALL,,0,1012,443
H4SC01073,"SANFORD, MARSHALL C JR",SC,SANFORD,MARSHALL,C JR,0,1012,443
H4SC01073,"SANFORD, MARSHALL C. HON.",SC,SANFORD,MARSHALL,C. HON.,0,1012,443
H6MD03292,"SARBANES, JOHN P MR.",MD,SARBANES,JOHN,P MR.,S001168,1854,444
H6MD03292,"SARBANES, JOHN P. MR.",MD,SARBANES,JOHN,P. MR.,S001168,1854,444
H6MD03292,"SARBANES, JOHN PETER SPYROS",MD,SARBANES,JOHN,PETER SPYROS,S001168,1854,444
S4NE00090,"SASSE, BENJAMIN E",NE,SASSE,BENJAMIN,E,S001197,0,445
H0LA01087,"SCALISE, STEPHEN J",LA,SCALISE,STEPHEN,J,S001176,1892,446
H0LA01087,"SCALISE, STEPHEN JOSEPH ""STEVE""",LA,SCALISE,STEPHEN,"JOSEPH ""STEVE""",S001176,1892,446
H0LA01087,"SCALISE, STEVE MR.",LA,SCALISE,STEVE,MR.,S001176,1892,446
H8IL09067,"SCHAKOWSKY, JANICE D",IL,SCHAKOWSKY,JANICE,D,S001145,1588,447
H6HI02244,"SCHATZ, BRIAN EMANUEL",HI,SCHATZ,BRIAN,EMANUEL,S001194,2173,448
S4HI00136,"SCHATZ, BRIAN",HI,SCHATZ,BRIAN,,S001194,2173,448
H0CA27085,"SCHIFF, ADAM",CA,SCHIFF,ADAM,,S001150,1635,449
H8IL18043,"SCHOCK, AARON JON MR.",IL,SCHOCK,AARON,JON MR.,S001179,1920,450
H8OR05107,"SCHRADER, KURT",OR,SCHRADER,KURT,,S001180,1950,451
H0NY16010,"SCHUMER, CHARLES E",NY,SCHUMER,CHARLES,E,S000148,1036,452
S8NY00082,"SCHUMER, CHARLES E",NY,SCHUMER,CHARLES,E,S000148,1036,452
H4AZ06045,"SCHWEIKERT, DAVID",AZ,SCHWEIKERT,DAVID,,S001183,1994,453
H0GA08099,"SCOTT, JAMES AUSTIN",GA,SCOTT,JAMES,AUSTIN,S001189,2009,454
H2GA13012,"SCOTT, DAVID ALBERT",GA,SCOTT,DAVID,ALBERT,S001157,1722,455
H6VA01117,"SCOTT, ROBERT C",VA,SCOTT,ROBERT,C,S000185,1037,456
H6VA01117,"SCOTT, ROBERT C ""BOBBY""",VA,SCOTT,ROBERT,"C ""BOBBY""",S000185,1037,456
H6VA01117,"SCOTT, ROBERT C BOBBY",VA,SCOTT,ROBERT,C BOBBY,S000185,1037,456
H6VA01117,"SCOTT, ROBERT C.",VA,SCOTT,ROBERT,C.,S000185,1037,456
H0SC01279,"SCOTT, TIMOTHY",SC,SCOTT,TIMOTHY,,S001184,2056,457
H0SC01279,"SCOTT, TIMOTHY E",SC,SCOTT,TIMOTHY,E,S001184,2056,457
S4SC00240,"SCOTT, TIMOTHY E",SC,SCOTT,TIMOTHY,E,S001184,2056,457
H8WI09050,"SENSENBRENNER, F JAMES",WI,SENSENBRENNER,F,JAMES,S000244,1041,458
H8WI09050,"SENSENBRENNER, F JAMES JR",WI,SENSENBRENNER,F,JAMES JR,S000244,1041,458
H8WI09050,"SENSENBRENNER, F. JAMES JR.",WI,SENSENBRENNER,F.,JAMES JR.,S000244,1041,458
H8WI09050,"SENSENBRENNER, FRANK JAMES JR",WI,SENSENBRENNER,FRANK,JAMES JR,S000244,1041,458
H0NY18065,"SERRANO, JOSE E",NY,SERRANO,JOSE,E,S000248,1042,459
H0NY18065,"SERRANO, JOSE E.",NY,SERRANO,JOSE,E.,S000248,1042,459
S6AL00195,"SESSIONS, JEFF",AL,SESSIONS,JEFF,,S001141,1548,460
S6AL00195,"SESSIONS, JEFFERSON B",AL,SESSIONS,JEFFERSON,B,S001141,1548,460
H2TX03126,"SESSIONS, PETE",TX,SESSIONS,PETE,,S000250,1525,461
H2TX03126,"SESSIONS, PETE MR.",TX,SESSIONS,PETE,MR.,S000250,1525,461
H2TX03126,"SESSIONS, PETER (PETE) ANDERSON",TX,SESSIONS,PETER,(PETE) ANDERSON,S000250,1525,461
H2TX03126,"SESSIONS, PETER ANDERSON",TX,SESSIONS,PETER,ANDERSON,S000250,1525,461
H0AL07086,"SEWELL, TERRI A.",AL,SEWELL,TERRI,A.,S001185,1988,462
H0AL07086,"SEWELL, TERRYCINA ANDREA",AL,SEWELL,TERRYCINA,ANDREA,S001185,1988,462
S0NH00219,"SHAHEEN, JEANNE",NH,SHAHEEN,JEANNE,,S001181,1901,463
H8AL07014,"SHELBY, RICHARD CRAIG",AL,SHELBY,RICHARD,CRAIG,S000320,1049,464
S6AL00013,"SHELBY, RICHARD",AL,SHELBY,RICHARD,,S000320,1049,464
S6AL00013,"SHELBY, RICHARD C",AL,SHELBY,RICHARD,C,S000320,1049,464
S6AL00013,"SHELBY, RICHARD CRAIG",AL,SHELBY,RICHARD,CRAIG,S000320,1049,464
H6CA24113,"SHERMAN, BRAD",CA,SHERMAN,BRAD,,S000344,1526,465
H6CA24113,"SHERMAN, BRAD MR",CA,SHERMAN,BRAD,MR,S000344,1526,465
H2IL20042,"SHIMKUS, JOHN M",IL,SHIMKUS,JOHN,M,S000364,1527,466
H2IL20042,"SHIMKUS, JOHN MONDY",IL,SHIMKUS,JOHN,MONDY,S000364,1527,466
H2PA09035,"SHUSTER, WILLIAM F",PA,SHUSTER,WILLIAM,F,S001154,1681,467
H2PA09035,"SHUSTER, WILLIAM FRANKLIN",PA,SHUSTER,WILLIAM,FRANKLIN,S001154,1681,467
H2PA09035,"SHUSTER, WILLIAM MR.",PA,SHUSTER,WILLIAM,MR.,S001154,1681,467
H8ID02064,"SIMPSON, MICHAEL",ID,SIMPSON,MICHAEL,,S001148,1590,468
H8ID02064,"SIMPSON, MICHAEL K",ID,SIMPSON,MICHAEL,K,S001148,1590,468
H8ID02064,"SIMPSON, MICHAEL KEITH",ID,SIMPSON,MICHAEL,KEITH,S001148,1590,468
H8ID02064,"SIMPSON, MIKE",ID,SIMPSON,MIKE,,S001148,1590,468
H2AZ09019,"SINEMA, KYRSTEN",AZ,SINEMA,KYRSTEN,,S001191,2099,469
H6NJ13191,"SIRES, ALBIO",NJ,SIRES,ALBIO,,S001165,1818,470
H6NJ14124,"SIRES, ALBIO JR",NJ,SIRES,ALBIO,JR,S001165,1818,470
H6NJ13191,"SIRES, LABIO",NJ,SIRES,LABIO,,S001165,1818,470
H6NY03031,"SLAUGHTER, LOUISE M",NY,SLAUGHTER,LOUISE,M,S000480,1069,471
H6NY03031,"SLAUGHTER, LOUISE MCINTOSH",NY,SLAUGHTER,LOUISE,MCINTOSH,S000480,1069,471
H6WA09025,"SMITH, ADAM",WA,SMITH,ADAM,,S000510,1528,472
H6WA09025,"SMITH, D ADAM",WA,SMITH,D,ADAM,S000510,1528,472
H6WA09025,"SMITH, DAVID ADAM",WA,SMITH,DAVID,ADAM,S000510,1528,472
H6NE03115,"SMITH, ADRIAN",NE,SMITH,ADRIAN,,S001172,1860,473
H2NJ06053,"SMITH, BOB",NJ,SMITH,BOB,,S000522,1071,474
H8NJ04014,"SMITH, CHRIS",NJ,SMITH,CHRIS,,S000522,1071,474
H8NJ04014,"SMITH, CHRISTOPHER",NJ,SMITH,CHRISTOPHER,,S000522,1071,474
H8NJ04014,"SMITH, CHRISTOPHER H",NJ,SMITH,CHRISTOPHER,H,S000522,1071,474
H8NJ04014,"SMITH, CHRISTOPHER H.",NJ,SMITH,CHRISTOPHER,H.,S000522,1071,474
H4MO08162,"SMITH, JASON T",MO,SMITH,JASON,T,S001195,2191,475
H6TX21012,"SMITH, LAMAR",TX,SMITH,LAMAR,,S000583,1075,476
H6TX21012,"SMITH, LAMAR S",TX,SMITH,LAMAR,S,S000583,1075,476
H6TX21012,"SMITH, LAMAR SEELIGSON",TX,SMITH,LAMAR,SEELIGSON,S000583,1075,476
H8CA12171,"SPEIER, JACKIE",CA,SPEIER,JACKIE,,S001175,1890,477
H0CA11204,"SPEIER, JACQUELINE",CA,SPEIER,JACQUELINE,,S001175,1890,477
H6MI08163,"STABENOW, DEBBIE",MI,STABENOW,DEBBIE,,S000770,1531,478
S8MI00281,"STABENOW, DEBBIE",MI,STABENOW,DEBBIE,,S000770,1531,478
H4NY21079,"STEFANIK, ELISE M.",NY,STEFANIK,ELISE,M.,S001196,0,479
H2UT02324,"STEWART, CHRIS",UT,STEWART,CHRIS,,S001192,2168,480
H8OH15076,"STIVERS, STEVE",OH,STIVERS,STEVE,,S001187,2047,481
H8OH15076,"STIVERS, STEVE MR.",OH,STIVERS,STEVE,MR.,S001187,2047,481
H0IN03198,"STUTZMAN, MARLIN A",IN,STUTZMAN,MARLIN,A,S001188,1981,482
S0IN00095,"STUTZMAN, MARLIN A",IN,STUTZMAN,MARLIN,A,S001188,1981,482
S4AK00214,"SULLIVAN, DAN",AK,SULLIVAN,DAN,,S001198,0,483
H2CA15094,"SWALWELL, ERIC MICHAEL",CA,SWALWELL,ERIC,MICHAEL,S001193,2104,484
H4HI01134,"TAKAI, KYLE MARK",HI,TAKAI,KYLE,MARK,T000473,0,485
H2CA43245,"TAKANO, MARK",CA,TAKANO,MARK,,T000472,2110,486
H2CA43245,"TAKANO, MARK ALLAN",CA,TAKANO,MARK,ALLAN,T000472,2110,486
S6MT00162,"TESTER, JON",MT,TESTER,JON,,T000464,1829,487
H4MS02068,"THOMPSON, BENNIE",MS,THOMPSON,BENNIE,,T000193,1151,488
H4MS02068,"THOMPSON, BENNIE G",MS,THOMPSON,BENNIE,G,T000193,1151,488
H4MS02068,"THOMPSON, BENNIE G.",MS,THOMPSON,BENNIE,G.,T000193,1151,488
H8PA05071,"THOMPSON, GLENN",PA,THOMPSON,GLENN,,T000467,1952,489
H8PA05071,"THOMPSON, GLENN MR",PA,THOMPSON,GLENN,MR,T000467,1952,489
H8PA05071,"THOMPSON, GLENN MR.",PA,THOMPSON,GLENN,MR.,T000467,1952,489
H2CA02084,"THOMPSON, AL",CA,THOMPSON,AL,,T000460,1593,490
H8CA01109,"THOMPSON, C MICHAEL",CA,THOMPSON,C,MICHAEL,T000460,1593,490
H6CA44046,"THOMPSON, DENNIS",CA,THOMPSON,DENNIS,,T000460,1593,490
H2CA36405,"THOMPSON, JAMES L",CA,THOMPSON,JAMES,L,T000460,1593,490
H6CA36158,"THOMPSON, KIRK WAYNE",CA,THOMPSON,KIRK,WAYNE,T000460,1593,490
H8CA01109,"THOMPSON, MIKE",CA,THOMPSON,MIKE,,T000460,1593,490
H8CA01109,"THOMPSON, MIKE MR.",CA,THOMPSON,MIKE,MR.,T000460,1593,490
H4TX13014,"THORNBERRY, MAC",TX,THORNBERRY,MAC,,T000238,1155,491
H4TX13014,"THORNBERRY, WILLIAM M (MAC)",TX,THORNBERRY,WILLIAM,M (MAC),T000238,1155,491
H4TX13014,"THORNBERRY, WILLIAM MCCLELLAN ""MAC""",TX,THORNBERRY,WILLIAM,"MCCLELLAN ""MAC""",T000238,1155,491
H6SD00085,"THUNE, JOHN R",SD,THUNE,JOHN,R,T000250,1534,492
S2SD00068,"THUNE, JOHN",SD,THUNE,JOHN,,T000250,1534,492
S2SD00068,"THUNE, JOHN R",SD,THUNE,JOHN,R,T000250,1534,492
H0OH12062,"TIBERI, PATRICK J",OH,TIBERI,PATRICK,J,T000462,1664,493
H0OH12062,"TIBERI, PATRICK J.",OH,TIBERI,PATRICK,J.,T000462,1664,493
H0OH12062,"TIBERI, PATRICK JOSEPH",OH,TIBERI,PATRICK,JOSEPH,T000462,1664,493
S4NC00162,"TILLIS, THOM R",NC,TILLIS,THOM,R,T000476,0,494
H6CO03139,"TIPTON, SCOTT R.",CO,TIPTON,SCOTT,R.,T000470,1997,495
H6CO03139,"TIPTON, SCOTT R. MR.",CO,TIPTON,SCOTT,R. MR.,T000470,1997,495
H6CO03139,"TIPTON, SCOTT RANDALL",CO,TIPTON,SCOTT,RANDALL,T000470,1997,495
H8NV03036,"TITUS, DINA",NV,TITUS,DINA,,T000468,1940,496
H8NY21203,"TONKO, PAUL DAVID",NY,TONKO,PAUL,DAVID,T000469,1942,497
H8PA15096,"TOOMEY, PATRICK J",PA,TOOMEY,PATRICK,J,0,2085,498
S4PA00121,"TOOMEY, PATRICK JOSEPH",PA,TOOMEY,PATRICK,JOSEPH,0,2085,498
H4CA35031,"TORRES, NORMA",CA,TORRES,NORMA,,T000474,0,499
H4MI11097,"TROTT, DAVID A",MI,TROTT,DAVID,A,T000475,0,500
H8MA05143,"TSONGAS, NICOLA",MA,TSONGAS,NICOLA,,T000465,1884,501
H8MA05143,"TSONGAS, NICOLA S",MA,TSONGAS,NICOLA,S,T000465,1884,501
H2OH03067,"TURNER, MICHAEL R",OH,TURNER,MICHAEL,R,T000463,1741,502
H2OH03067,"TURNER, MICHAEL R REP",OH,TURNER,MICHAEL,R REP,T000463,1741,502
H2OH03067,"TURNER, MICHAEL REP",OH,TURNER,MICHAEL,REP,T000463,1741,502
H2OH03067,"TURNER, MIKE",OH,TURNER,MIKE,,T000463,1741,502
H2NM01011,"UDALL, THOMAS STEWART",NM,UDALL,THOMAS,STEWART,U000039,1567,503
H8NM03097,"UDALL, TOM",NM,UDALL,TOM,,U000039,1567,503
S8NM00184,"UDALL, TOM",NM,UDALL,TOM,,U000039,1567,503
H6MI04113,"UPTON, FREDERICK STEPHEN",MI,UPTON,FREDERICK,STEPHEN,U000031,1177,504
H2CA20094,"VALADAO, DAVID",CA,VALADAO,DAVID,,V000129,2105,505
H2MD08126,"VAN HOLLEN, CHRIS",MD,VAN HOLLEN,CHRIS,,V000128,1729,506
S6MD03441,"VAN HOLLEN, CHRIS",MD,VAN HOLLEN,CHRIS,,V000128,1729,506
H2MD08126,"VAN HOLLEN, CHRISTOPHER",MD,VAN HOLLEN,CHRISTOPHER,,V000128,1729,506
H2CA50026,"VARGAS, JUAN",CA,VARGAS,JUAN,,V000130,2112,507
H2CA50026,"VARGAS, JUAN C.",CA,VARGAS,JUAN,C.,V000130,2112,507
H2CA50026,"VARGAS, JUAN CARLOS",CA,VARGAS,JUAN,CARLOS,V000130,2112,507
H2TX33073,"VEASEY, MARC ALLISON",TX,VEASEY,MARC,ALLISON,V000131,2166,508
H2TX33073,"VEASEY, MARC ALLISON MR.",TX,VEASEY,MARC,ALLISON MR.,V000131,2166,508
H2TX27190,"VELA, FILEMON MR.",TX,VELA,FILEMON,MR.,V000132,2167,509
H2NY00010,"VELAZQUEZ, NYDIA",NY,VELAZQUEZ,NYDIA,,V000081,1184,510
H2NY00010,"VELAZQUEZ, NYDIA M",NY,VELAZQUEZ,NYDIA,M,V000081,1184,510
H2NY00010,"VELAZQUEZ, NYDIA M.",NY,VELAZQUEZ,NYDIA,M.,V000081,1184,510
H4IN01012,"VISCLOSKY, PETER J",IN,VISCLOSKY,PETER,J,V000108,1188,511
H4IN01012,"VISCLOSKY, PETER J.",IN,VISCLOSKY,PETER,J.,V000108,1188,511
H0LA01079,"VITTER, DAVID B",LA,VITTER,DAVID,B,V000127,1609,512
S4LA00057,"VITTER, DAVID",LA,VITTER,DAVID,,V000127,1609,512
S4LA00057,"VITTER, DAVID ",LA,VITTER,DAVID,,V000127,1609,512
S4LA00057,"VITTER, DAVID B",LA,VITTER,DAVID,B,V000127,1609,512
H2MO02102,"WAGNER, ANN L",MO,WAGNER,ANN,L,W000812,2137,513
H2MO02102,"WAGNER, ANN L.",MO,WAGNER,ANN,L.,W000812,2137,513
H4MI07103,"WALBERG, TIMOTHY L",MI,WALBERG,TIMOTHY,L,0,1855,514
H4MI07103,"WALBERG, TIMOTHY L HON.",MI,WALBERG,TIMOTHY,L HON.,0,1855,514
H4MI07103,"WALBERG, TIMOTHY L.",MI,WALBERG,TIMOTHY,L.,0,1855,514
H4MI07103,"WALBERG, TIMOTHY L. HON.",MI,WALBERG,TIMOTHY,L. HON.,0,1855,514
H6OR02116,"WALDEN, GREGORY P",OR,WALDEN,GREGORY,P,W000791,1596,515
H6OR02116,"WALDEN, GREGORY P MR.",OR,WALDEN,GREGORY,P MR.,W000791,1596,515
H6OR02116,"WALDEN, GREGORY PAUL",OR,WALDEN,GREGORY,PAUL,W000791,1596,515
H4NC06052,"WALKER, BRADLEY MARK",NC,WALKER,BRADLEY,MARK,W000819,0,516
H4CA45097,"WALTERS, MIMI",CA,WALTERS,MIMI,,W000820,0,518
H6MN01174,"WALZ, TIMOTHY J",MN,WALZ,TIMOTHY,J,W000799,1856,519
H6MN01174,"WALZ, TIMOTHY J.",MN,WALZ,TIMOTHY,J.,W000799,1856,519
S6VA00093,"WARNER, MARK R",VA,WARNER,MARK,R,W000805,1897,520
S6VA00093,"WARNER, MARK ROBERT",VA,WARNER,MARK,ROBERT,W000805,1897,520
S2MA00170,"WARREN, ELIZABETH",MA,WARREN,ELIZABETH,,W000817,2182,521
H4FL20023,"WASSERMAN SCHULTZ, DEBBIE",FL,WASSERMAN SCHULTZ,DEBBIE,,W000797,1777,522
H4CA23011,"WATERS, MAXINE",CA,WATERS,MAXINE,,W000187,1205,523
H4CA23011,"WATERS, MAXINE MS",CA,WATERS,MAXINE,MS,W000187,1205,523
H2TX14149,"WEBER, RANDY",TX,WEBER,RANDY,,W000814,2161,525
H0FL08208,"WEBSTER, DANIEL",FL,WEBSTER,DANIEL,,W000806,2002,526
H2FL04054,"WEBSTER, DANIEL J",FL,WEBSTER,DANIEL,J,W000806,2002,526
S4FL00256,"WEBSTER, DANIEL",FL,WEBSTER,DANIEL,,W000806,2002,526
H6VT00160,"WELCH, PETER",VT,WELCH,PETER,,W000800,1879,527
H8VT00034,"WELCH, PETER",VT,WELCH,PETER,,W000800,1879,527
H2OH02085,"WENSTRUP, BRAD",OH,WENSTRUP,BRAD,,W000815,2152,528
H2OH02085,"WENSTRUP, BRAD DR.",OH,WENSTRUP,BRAD,DR.,W000815,2152,528
H2OH02085,"WENSTRUP, BRAD R DR.",OH,WENSTRUP,BRAD,R DR.,W000815,2152,528
H4AR04048,"WESTERMAN, BRUCE MR.",AR,WESTERMAN,BRUCE,MR.,W000821,0,529
H4GA08067,"WESTMORELAND, LYNN A",GA,WESTMORELAND,LYNN,A,W000796,1779,530
H4GA08067,"WESTMORELAND, LYNN A.",GA,WESTMORELAND,LYNN,A.,W000796,1779,530
S6RI00221,"WHITEHOUSE, SHELDON II",RI,WHITEHOUSE,SHELDON,II,W000802,1823,531
S6RI00221,"WHITEHOUSE, SHELDON MR",RI,WHITEHOUSE,SHELDON,MR,W000802,1823,531
H4KY01040,"WHITFIELD, ED",KY,WHITFIELD,ED,,W000413,1222,532
H4KY01040,"WHITFIELD, EDWARD",KY,WHITFIELD,EDWARD,,W000413,1222,532
H4KY01040,"WHITFIELD, WAYNE EDWARD",KY,WHITFIELD,WAYNE,EDWARD,W000413,1222,532
H4MS01078,"WICKER, ROGER F",MS,WICKER,ROGER,F,W000437,1226,533
H4MS01078,"WICKER, ROGER F.",MS,WICKER,ROGER,F.,W000437,1226,533
S8MS00196,"WICKER, ROGER F",MS,WICKER,ROGER,F,W000437,1226,533
H2TX33040,"WILLIAMS, ROGER",TX,WILLIAMS,ROGER,,W000816,2165,534
S2TX00270,"WILLIAMS, ROGER",TX,WILLIAMS,ROGER,,W000816,2165,534
H0FL17068,"WILSON, FREDERICA S",FL,WILSON,FREDERICA,S,W000808,2004,535
H0FL17068,"WILSON, FREDERICA S.",FL,WILSON,FREDERICA,S.,W000808,2004,535
H2SC02059,"WILSON, ADDISON (JOE) GRAVES",SC,WILSON,ADDISON,(JOE) GRAVES,W000795,1688,536
H2SC02059,"WILSON, JOE",SC,WILSON,JOE,,W000795,1688,536
H2SC02059,"WILSON, JOE THE HON.",SC,WILSON,JOE,THE HON.,W000795,1688,536
H8VA01147,"WITTMAN, ROB",VA,WITTMAN,ROB,,W000804,1886,537
H8VA01147,"WITTMAN, ROBERT J",VA,WITTMAN,ROBERT,J,W000804,1886,537
H8VA01147,"WITTMAN, ROBERT J MR.",VA,WITTMAN,ROBERT,J MR.,W000804,1886,537
H8VA01147,"WITTMAN, ROBERT J.",VA,WITTMAN,ROBERT,J.,W000804,1886,537
H0AR03055,"WOMACK, STEVE",AR,WOMACK,STEVE,,W000809,1991,538
H0GA07133,"WOODALL, ROB",GA,WOODALL,ROB,,W000810,2008,539
H0GA07133,"WOODALL, ROB REP.",GA,WOODALL,ROB,REP.,W000810,2008,539
H0OR03026,"WYDEN, RON",OR,WYDEN,RON,,W000779,1247,540
S6OR00110,"WYDEN, RON",OR,WYDEN,RON,,W000779,1247,540
H0OR03026,"WYDEN, RONALD L",OR,WYDEN,RONALD,L,W000779,1247,540
H0OR03026,"WYDEN, RONALD LEE",OR,WYDEN,RONALD,LEE,W000779,1247,540
S6OR00110,"WYDEN, RONALD L",OR,WYDEN,RONALD,L,W000779,1247,540
S6OR00110,"WYDEN, RONALD LEE",OR,WYDEN,RONALD,LEE,W000779,1247,540
H6KY03124,"YARMUTH, JOHN A",KY,YARMUTH,JOHN,A,Y000062,1853,541
H6KY03124,"YARMUTH, JOHN A MR",KY,YARMUTH,JOHN,A MR,Y000062,1853,541
H0KS03137,"YODER, KEVIN",KS,YODER,KEVIN,,Y000063,2021,542
H0KS03137,"YODER, KEVIN W",KS,YODER,KEVIN,W,Y000063,2021,542
H2FL06109,"YOHO, THEODORE SCOTT",FL,YOHO,THEODORE,SCOTT,Y000065,2115,543
H2FL06109,"YOHO, THEODORE SCOTT MR.",FL,YOHO,THEODORE,SCOTT MR.,Y000065,2115,543
H4IA03115,"YOUNG, DAVID",IA,YOUNG,DAVID,,Y000066,0,544
S4IA00103,"YOUNG, DAVID",IA,YOUNG,DAVID,,Y000066,0,544
H6AK00045,"YOUNG, DON",AK,YOUNG,DON,,Y000033,1256,545
H6AK00045,"YOUNG, DON E",AK,YOUNG,DON,E,Y000033,1256,545
H6AK00045,"YOUNG, DONALD",AK,YOUNG,DONALD,,Y000033,1256,545
H6AK00045,"YOUNG, DONALD E",AK,YOUNG,DONALD,E,Y000033,1256,545
H0IN09070,"YOUNG, TODD CHRISTOPHER",IN,YOUNG,TODD,CHRISTOPHER,Y000064,2019,546
S6IN00191,"YOUNG, TODD CHRISTOPHER",IN,YOUNG,TODD,CHRISTOPHER,Y000064,2019,546
H8NY01148,"ZELDIN, LEE M",NY,ZELDIN,LEE,M,Z000017,0,547
H4MT01041,"ZINKE, RYAN K",MT,ZINKE,RYAN,K,Z000018,0,548
S0SD00054,"ABDNOR, JAMES",SD,ABDNOR,JAMES,,0,1,549
H6HI01121,"ABERCROMBIE, NEIL",HI,ABERCROMBIE,NEIL,,0,2,550
S4MI00165,"ABRAHAM, EDMOND SPENCER",MI,ABRAHAM,EDMOND,SPENCER,0,1269,551
S4MI00165,"ABRAHAM, SPENCER SENATOR",MI,ABRAHAM,SPENCER,SENATOR,0,1269,551
H8PR00054,"ACEVEDO-VILA, ANIBAL",PR,ACEVEDO-VILA,ANIBAL,,0,1679,552
H4NY07011,"ACKERMAN, GARY L",NY,ACKERMAN,GARY,L,0,4,553
H4NY07011,"ACKERMAN, GARY L.",NY,ACKERMAN,GARY,L.,0,4,553
H4NY07011,"ACKERMAN, GARY LEONARD",NY,ACKERMAN,GARY,LEONARD,0,4,553
H6WA07029,"ADAMS, BROCK",WA,ADAMS,BROCK,,0,5,554
S6WA00016,"ADAMS, BROCK",WA,ADAMS,BROCK,,0,5,554
H0FL24049,"ADAMS, SANDY",FL,ADAMS,SANDY,,0,2006,555
H6NY07024,"ADDABBO, JOSEPH P",NY,ADDABBO,JOSEPH,P,0,6,556
H6NY07024,"ADDABBO, JOSEPH P CONGRESSMAN",NY,ADDABBO,JOSEPH,P CONGRESSMAN,0,6,556
H0NJ13061,"ADLER, JOHN H",NJ,ADLER,JOHN,H,0,1935,557
H8NJ03156,"ADLER, JOHN H",NJ,ADLER,JOHN,H,0,1935,557
S8NJ00368,"ADLER, JOHN H",NJ,ADLER,JOHN,H,0,1935,557
H6HI02046,"AKAKA, DANIEL K",HI,AKAKA,DANIEL,K,0,7,558
H6HI02046,"AKAKA, DANIEL KAHIKINA",HI,AKAKA,DANIEL,KAHIKINA,0,7,558
S0HI00084,"AKAKA, DANIEL K",HI,AKAKA,DANIEL,K,0,7,558
S0HI00084,"AKAKA, DANIEL KAHIKINA",HI,AKAKA,DANIEL,KAHIKINA,0,7,558
H0MO02148,"AKIN, W TODD",MO,AKIN,W,TODD,0,1655,559
S2MO00429,"AKIN, W TODD",MO,AKIN,W,TODD,0,1655,559
H0MO02148,"AKIN, WILLIAM TODD",MO,AKIN,WILLIAM,TODD,0,1655,559
H6MI10045,"ALBOSTA, DONALD JOSEPH",MI,ALBOSTA,DONALD,JOSEPH,0,9,560
H6AR01023,"ALEXANDER, WILLIAM V ""BILL""",AR,ALEXANDER,WILLIAM,"V ""BILL""",0,10,561
H6AR01023,"ALEXANDER, WILLIAM V JR",AR,ALEXANDER,WILLIAM,V JR,0,10,561
H6AR01023,"ALEXANDER, WILLIAM VOLLIE JR",AR,ALEXANDER,WILLIAM,VOLLIE JR,0,10,561
