NodeID,CAM_YEAR,state_y,CAND_PTY_AFFILIATION
1610,1988,PA,REP
803,1988,PA,REP
1348,1988,RI,REP
1678,1988,RI,REP
749,1988,SC,REP
719,1988,TN,REP
674,1988,TN,DEM
1790,1988,TN,DEM
1305,1988,TX,DEM
1659,1988,TX,DEM
1758,1988,TX,DEM
1311,1988,TX,DEM
1542,1988,VA,DEM
527,1988,VT,DEM
1728,1988,VT,REP
442,1988,VT,IND
1782,1988,WA,DEM
1830,1988,WA,DEM
1337,1988,WA,DEM
325,1988,WA,DEM
1632,1988,WI,REP
458,1988,WI,REP
638,1988,WV,REP
781,1988,WY,REP
1801,1988,WY,REP
1473,1988,AK,REP
889,1988,AL,REP
904,1988,CT,DEM
1122,1988,FL,REP
1381,1988,GA,REP
192,1988,IA,REP
1784,1988,ID,REP
901,1988,IL,DEM
1578,1988,IN,REP
1006,1988,KY,DEM
571,1988,ND,REP
1641,1988,NH,REP
1777,1988,NH,REP
1168,1988,NY,DEM
855,1988,NY,REP
1501,1988,OK,REP
549,1988,SD,REP
1063,1988,WA,REP
1236,1988,WI,REP
1760,1988,AK,REP
1888,1988,CA,REP
1506,1988,GA,DEM
324,1988,KY,REP
1448,1988,ME,DEM
981,1988,NJ,REP
1298,1988,NJ,DEM
659,1988,NM,DEM
1656,1988,NV,REP
1129,1988,NV,REP
631,1988,TN,REP
1816,1988,TX,REP
1821,1988,VA,REP
1571,1988,WI,DEM
1071,1988,AK,DEM
724,1988,AR,DEM
846,1988,CA,DEM
1114,1988,CO,DEM
1194,1988,HI,DEM
1107,1988,IA,DEM
828,1988,IL,REP
1709,1988,IL,DEM
1339,1988,IN,REP
906,1988,KS,REP
1224,1988,LA,DEM
1252,1988,MA,DEM
930,1988,MO,DEM
1466,1988,NC,DEM
856,1988,NH,DEM
926,1988,NH,DEM
1299,1988,NV,REP
1052,1988,OH,DEM
1426,1988,OH,DEM
1164,1988,SC,DEM
1062,1988,TN,DEM
136,1988,TX,DEM
1101,1988,TX,DEM
1035,1988,UT,REP
288,1988,VT,DEM
962,1988,WA,REP
1618,1988,WV,DEM
464,1988,AL,DEM
1186,1988,AR,REP
318,1988,AZ,REP
879,1988,AZ,DEM
984,1988,CA,REP
1916,1988,CA,REP
1891,1988,CO,DEM
1864,1988,CT,REP
786,1988,FL,DEM
1066,1988,FL,DEM
1013,1988,GA,DEM
1380,1988,HI,DEM
1392,1988,ID,REP
845,1988,IL,
627,1988,IN,DEM
1461,1988,LA,REP
1245,1988,MA,DEM
1658,1988,MD,DEM
614,1988,MD,DEM
340,1988,MD,DEM
1606,1988,MI,DEM
858,1988,MO,REP
673,1988,MO,REP
1759,1988,MS,DEM
1424,1988,MT,DEM
1025,1988,NC,REP
716,1988,NC,REP
1654,1988,NC,DEM
728,1988,ND,DEM
822,1988,ND,DEM
1915,1988,NE,DEM
1881,1988,NJ,DEM
754,1988,NV,DEM
407,1988,NV,DEM
1471,1988,NY,DEM
1257,1988,OH,REP
1528,1988,OR,REP
598,1988,PA,DEM
1136,1988,PA,REP
1742,1988,PA,REP
773,1988,RI,REP
1545,1988,RI,DEM
1203,1988,SD,REP
865,1988,SD,DEM
1660,1988,TN,DEM
645,1988,TX,DEM
1067,1988,TX,REP
213,1988,UT,REP
1748,1988,VT,REP
1268,1988,WI,DEM
743,1988,WV,DEM
1845,1988,WY,REP
1763,1988,AL,DEM
1132,1988,AL,DEM
1573,1988,AR,DEM
581,1988,CO,REP
1320,1988,CT,DEM
654,1988,DE,DEM
1211,1988,IA,REP
1235,1988,KS,REP
810,1988,ME,REP
1313,1988,MI,DEM
685,1988,MN,REP
925,1988,MN,REP
87,1988,MS,REP
625,1988,MT,DEM
731,1988,MT,REP
1137,1988,NC,REP
969,1988,NE,DEM
1233,1988,NE,REP
1251,1988,NE,DEM
1184,1988,NH,REP
694,1988,NJ,DEM
907,1988,NM,REP
718,1988,NV,DEM
1837,1988,OH,REP
683,1988,OK,DEM
1120,1988,OR,REP
1809,1988,SC,REP
1567,1988,SD,REP
1278,1988,TX,DEM
1852,1988,VA,REP
1613,1988,VA,DEM
980,1988,WI,DEM
1710,1988,WY,REP
708,1990,AL,DEM
843,1990,AL,DEM
971,1990,AS,DEM
1607,1990,CA,REP
1293,1990,CA,DEM
910,1990,CA,REP
821,1990,CA,DEM
909,1990,CA,DEM
928,1990,CA,DEM
624,1990,CA,DEM
1336,1990,CA,REP
853,1990,CA,REP
711,1990,CO,REP
563,1990,CO,REP
1037,1990,CT,DEM
882,1990,CT,REP
125,1990,CT,DEM
1019,1990,CT,REP
365,1990,DC,DEM
1553,1990,FL,DEM
1393,1990,FL,REP
592,1990,FL,DEM
1697,1990,FL,REP
423,1990,FL,REP
1119,1990,GA,DEM
707,1990,GA,REP
1323,1990,GA,REP
1507,1990,IA,REP
842,1990,ID,REP
1662,1990,IL,DEM
1369,1990,IL,REP
1360,1990,IL,REP
839,1990,IL,DEM
1145,1990,IN,REP
1623,1990,IN,DEM
86,1990,IN,REP
415,1990,KS,REP
1500,1990,KS,REP
418,1990,KY,REP
1205,1990,LA,DEM
1794,1990,LA,DEM
1165,1990,LA,REP
985,1990,LA,DEM
1016,1990,MA,DEM
643,1990,MD,REP
1465,1990,MD,REP
924,1990,MI,REP
747,1990,MI,REP
850,1990,MI,DEM
1143,1990,MI,DEM
1585,1990,MN,REP
1863,1990,MN,REP
762,1990,MO,DEM
1171,1990,MO,DEM
599,1990,MO,REP
946,1990,MO,REP
1222,1990,NC,REP
1138,1990,NC,REP
911,1990,ND,DEM
616,1990,NE,REP
1913,1990,NH,REP
622,1990,NH,REP
573,1990,NJ,DEM
377,1990,NJ,DEM
557,1990,NJ,DEM
927,1990,NJ,DEM
1602,1990,NM,DEM
1713,1990,NM,REP
1403,1990,NY,REP
1301,1990,NY,REP
1454,1990,NY,REP
452,1990,NY,DEM
1453,1990,NY,REP
459,1990,NY,DEM
1367,1990,NY,REP
1341,1990,OH,DEM
1400,1990,OH,REP
1154,1990,OH,REP
33,1990,OH,REP
933,1990,OH,DEM
700,1990,OK,DEM
1397,1990,OK,DEM
1720,1990,OR,REP
540,1990,OR,DEM
1000,1990,PA,DEM
840,1990,PA,REP
1112,1990,PA,DEM
1232,1990,PA,DEM
1492,1990,PA,REP
1463,1990,PA,DEM
841,1990,PA,DEM
1657,1990,PA,REP
404,1990,RI,DEM
630,1990,RI,DEM
1116,1990,SC,REP
1614,1990,SD,REP
1094,1990,TX,DEM
986,1990,TX,REP
1765,1990,TX,REP
1853,1990,TX,DEM
572,1990,TX,DEM
1105,1990,UT,REP
1518,1990,UT,DEM
666,1990,VA,REP
1532,1990,VA,REP
1464,1990,VA,DEM
1468,1990,WA,REP
1265,1990,WI,REP
1086,1990,WI,REP
1555,1990,WI,REP
1187,1990,WV,DEM
955,1990,AL,DEM
1269,1990,AZ,REP
686,1990,CA,DEM
40,1990,CA,DEM
1309,1990,CA,DEM
649,1990,CA,DEM
1314,1990,CA,DEM
1370,1990,CA,DEM
1386,1990,CA,REP
236,1990,CA,REP
1527,1990,CA,REP
1668,1990,CO,REP
1249,1990,CT,DEM
1467,1990,CT,DEM
1219,1990,CT,REP
67,1990,DE,DEM
1347,1990,FL,DEM
658,1990,FL,REP
1349,1990,FL,REP
1724,1990,FL,DEM
1319,1990,FL,REP
1589,1990,GA,DEM
1636,1990,GA,DEM
665,1990,GU,REP
1486,1990,IA,DEM
1285,1990,ID,DEM
1751,1990,ID,DEM
1324,1990,IL,DEM
964,1990,IL,DEM
145,1990,IL,DEM
1093,1990,IN,DEM
734,1990,IN,REP
1390,1990,IN,DEM
1716,1990,KS,DEM
230,1990,MD,DEM
1707,1990,MI,REP
291,1990,MI,DEM
1547,1990,MN,DEM
1346,1990,MN,DEM
385,1990,MN,DEM
1874,1990,MO,DEM
915,1990,MS,DEM
1831,1990,NC,DEM
805,1990,NC,REP
796,1990,NC,DEM
175,1990,NJ,REP
1815,1990,NJ,DEM
503,1990,NM,DEM
1839,1990,NV,REP
1472,1990,NY,DEM
1817,1990,NY,DEM
1523,1990,NY,DEM
669,1990,NY,REP
1526,1990,OH,REP
883,1990,OH,REP
257,1990,OH,DEM
1234,1990,OH,REP
979,1990,OH,DEM
1729,1990,OR,REP
684,1990,PA,DEM
1270,1990,PA,DEM
1038,1990,PA,REP
1605,1990,PA,REP
1745,1990,SC,DEM
1787,1990,SC,DEM
101,1990,TN,DEM
1775,1990,TN,REP
801,1990,TN,DEM
621,1990,TX,REP
720,1990,TX,DEM
689,1990,TX,REP
813,1990,TX,DEM
1517,1990,TX,DEM
1502,1990,UT,REP
623,1990,VA,REP
1711,1990,VA,DEM
1515,1990,VA,DEM
688,1990,VA,DEM
777,1990,WA,REP
1459,1990,WI,DEM
1455,1990,WV,DEM
1749,1990,WV,DEM
1892,1990,WV,DEM
746,1990,AL,REP
1617,1990,AR,REP
523,1990,CA,DEM
1768,1990,CO,REP
1637,1990,CT,REP
1783,1990,GA,REP
864,1990,GA,DEM
1321,1990,IA,REP
1124,1990,IL,DEM
120,1990,IL,DEM
976,1990,IL,REP
717,1990,IL,DEM
1072,1990,IL,DEM
511,1990,IN,DEM
1427,1990,KS,REP
1550,1990,KY,DEM
587,1990,MA,DEM
1417,1990,MD,DEM
1139,1990,MI,REP
1681,1990,MI,REP
722,1990,MO,REP
806,1990,NC,REP
1416,1990,NC,REP
771,1990,NE,DEM
1031,1990,NJ,REP
1666,1990,NJ,REP
1155,1990,NY,DEM
553,1990,NY,DEM
900,1990,NY,REP
934,1990,NY,REP
1818,1990,OH,DEM
1867,1990,PA,REP
1028,1990,PR,DEM
1061,1990,TN,DEM
873,1990,TN,DEM
15,1990,TX,REP
1779,1990,TX,REP
819,1990,TX,REP
880,1990,TX,REP
738,1990,TX,DEM
580,1990,TX,REP
1717,1990,VA,REP
1440,1990,WA,REP
1261,1990,WI,DEM
545,1990,AK,REP
896,1990,AL,REP
1499,1990,AL,DEM
652,1990,AL,DEM
997,1990,AL,DEM
1109,1990,AL,DEM
561,1990,AR,DEM
1100,1990,AR,REP
1806,1990,AR,DEM
1599,1990,AZ,REP
1827,1990,AZ,DEM
1772,1990,AZ,REP
1282,1990,AZ,REP
1140,1990,CA,REP
1439,1990,CA,DEM
888,1990,CA,DEM
1754,1990,CA,DEM
938,1990,CA,DEM
1271,1990,CA,REP
1442,1990,CA,DEM
1529,1990,CA,DEM
1287,1990,CA,REP
1029,1990,CA,REP
322,1990,CA,REP
1462,1990,CA,REP
635,1990,CA,DEM
1859,1990,CA,DEM
1635,1990,CA,REP
912,1990,CA,REP
1121,1990,CA,DEM
861,1990,CA,DEM
568,1990,CA,DEM
1345,1990,CA,REP
710,1990,CA,DEM
1538,1990,CA,DEM
430,1990,CA,REP
595,1990,CA,REP
1680,1990,CO,DEM
1712,1990,CO,DEM
748,1990,CO,DEM
1131,1990,CO,REP
1452,1990,CT,DEM
975,1990,DC,DEM
966,1990,DE,REP
640,1990,FL,DEM
779,1990,FL,DEM
1908,1990,FL,REP
1044,1990,FL,DEM
1196,1990,FL,REP
1310,1990,FL,DEM
1548,1990,FL,DEM
974,1990,FL,DEM
1225,1990,GA,DEM
1315,1990,GA,DEM
292,1990,GA,DEM
1050,1990,GA,REP
1208,1990,GA,DEM
613,1990,GA,DEM
1648,1990,HI,REP
550,1990,HI,DEM
1445,1990,HI,DEM
558,1990,HI,DEM
1304,1990,IA,REP
1726,1990,IA,DEM
1069,1990,IA,REP
1104,1990,ID,REP
1644,1990,IL,DEM
870,1990,IL,REP
1191,1990,IL,REP
815,1990,IL,DEM
1630,1990,IL,DEM
1906,1990,IL,DEM
575,1990,IL,DEM
845,1990,IL,REP
1117,1990,IL,REP
1431,1990,IL,REP
988,1990,IL,REP
1351,1990,IL,REP
1569,1990,IL,DEM
1332,1990,IN,DEM
1230,1990,IN,DEM
1483,1990,IN,REP
1099,1990,IN,DEM
1696,1990,IN,DEM
1201,1990,IN,DEM
1890,1990,KS,REP
1053,1990,KS,DEM
1178,1990,KY,DEM
1488,1990,KY,DEM
1384,1990,KY,DEM
726,1990,KY,REP
1733,1990,KY,REP
1325,1990,LA,REP
670,1990,LA,DEM
1820,1990,LA,REP
1179,1990,LA,DEM
603,1990,LA,REP
1125,1990,LA,DEM
1331,1990,LA,DEM
823,1990,MA,REP
931,1990,MA,DEM
315,1990,MA,DEM
263,1990,MA,DEM
1451,1990,MA,DEM
1130,1990,MA,REP
1771,1990,MA,DEM
929,1990,MD,DEM
65,1990,MD,DEM
1428,1990,MD,DEM
1450,1990,MD,DEM
948,1990,ME,REP
574,1990,ME,DEM
699,1990,ME,DEM
98,1990,MI,DEM
1575,1990,MI,REP
1896,1990,MI,DEM
504,1990,MI,REP
1663,1990,MI,REP
765,1990,MI,DEM
1253,1990,MI,DEM
1819,1990,MI,DEM
1833,1990,MI,REP
560,1990,MI,DEM
676,1990,MI,DEM
1007,1990,MI,DEM
899,1990,MI,DEM
706,1990,MI,REP
1090,1990,MN,REP
1021,1990,MN,REP
1836,1990,MN,DEM
1752,1990,MN,REP
1513,1990,MN,DEM
798,1990,MO,DEM
1910,1990,MO,DEM
1039,1990,MO,DEM
1714,1990,MO,DEM
811,1990,MO,REP
1796,1990,MO,REP
1838,1990,MO,DEM
1880,1990,MS,DEM
958,1990,MS,DEM
1458,1990,MS,DEM
1364,1990,MT,REP
253,1990,NC,DEM
1290,1990,NC,DEM
570,1990,NC,DEM
398,1990,NC,DEM
1489,1990,NC,DEM
1568,1990,NC,DEM
1627,1990,NC,DEM
1133,1990,NC,DEM
607,1990,NC,REP
1730,1990,NE,REP
999,1990,NJ,DEM
1182,1990,NJ,DEM
1177,1990,NJ,DEM
1621,1990,NJ,DEM
1163,1990,NJ,REP
1619,1990,NJ,DEM
1444,1990,NJ,DEM
1609,1990,NJ,REP
470,1990,NJ,REP
657,1990,NV,DEM
916,1990,NY,DEM
471,1990,NY,DEM
1312,1990,NY,REP
994,1990,NY,DEM
1842,1990,NY,DEM
1672,1990,NY,DEM
1736,1990,NY,DEM
1604,1990,NY,DEM
402,1990,NY,DEM
1866,1990,NY,DEM
990,1990,NY,REP
1048,1990,NY,REP
1406,1990,NY,DEM
1769,1990,NY,DEM
1447,1990,NY,REP
1174,1990,NY,REP
1176,1990,NY,REP
1283,1990,NY,DEM
1505,1990,NY,DEM
1243,1990,NY,REP
1065,1990,OH,REP
1342,1990,OH,DEM
1296,1990,OH,REP
1343,1990,OH,REP
1257,1990,OH,REP
1435,1990,OH,REP
1543,1990,OH,DEM
1688,1990,OH,DEM
1664,1990,OH,DEM
1904,1990,OH,REP
1591,1990,OH,REP
577,1990,OH,DEM
1511,1990,OH,DEM
1766,1990,OH,DEM
1279,1990,OH,DEM
1227,1990,OK,DEM
239,1990,OK,REP
1855,1990,OK,DEM
941,1990,OK,REP
949,1990,OK,DEM
589,1990,OR,DEM
123,1990,OR,DEM
1073,1990,PA,DEM
1682,1990,PA,REP
1907,1990,PA,DEM
1274,1990,PA,DEM
1705,1990,PA,REP
1398,1990,PA,REP
1479,1990,PA,DEM
834,1990,PA,REP
1844,1990,PA,REP
1843,1990,PA,DEM
1059,1990,PA,REP
1036,1990,PA,DEM
1474,1990,PA,DEM
588,1990,PA,REP
1746,1990,RI,DEM
1588,1990,SC,REP
874,1990,SC,DEM
1744,1990,SC,REP
890,1990,SC,DEM
1537,1990,SC,DEM
1162,1990,SC,DEM
1210,1990,SC,DEM
1220,1990,SD,DEM
1579,1990,TN,REP
144,1990,TN,REP
1327,1990,TN,DEM
1226,1990,TN,DEM
1004,1990,TN,DEM
778,1990,TX,DEM
1884,1990,TX,DEM
1040,1990,TX,DEM
578,1990,TX,REP
935,1990,TX,DEM
705,1990,TX,DEM
1560,1990,TX,DEM
1900,1990,TX,DEM
1297,1990,TX,DEM
1918,1990,TX,DEM
1057,1990,TX,DEM
476,1990,TX,REP
1024,1990,TX,DEM
1410,1990,UT,DEM
1524,1990,UT,DEM
1365,1990,UT,REP
456,1990,VA,DEM
1559,1990,VA,DEM
1850,1990,VA,REP
1894,1990,VA,REP
1917,1990,VI,DEM
1002,1990,WA,DEM
897,1990,WA,DEM
554,1990,WA,DEM
586,1990,WI,DEM
1237,1990,WI,DEM
1911,1990,WI,DEM
1514,1990,WI,DEM
1583,1990,WV,DEM
576,1990,AR,DEM
1379,1990,CA,DEM
977,1990,CA,DEM
379,1990,CA,DEM
154,1990,CA,DEM
1704,1990,CA,REP
809,1990,CA,DEM
1533,1990,CA,REP
1803,1990,CA,REP
1638,1990,CA,DEM
902,1990,CA,DEM
1081,1990,CA,REP
918,1990,CA,REP
1317,1990,CA,REP
862,1990,CA,REP
838,1990,CA,REP
1172,1990,CA,REP
420,1990,CA,REP
1275,1990,CO,REP
1698,1990,CT,REP
1190,1990,FL,DEM
1202,1990,FL,REP
1756,1990,FL,REP
359,1990,FL,DEM
1064,1990,FL,REP
1223,1990,FL,DEM
1792,1990,IA,REP
1597,1990,IL,DEM
1655,1990,IL,DEM
1564,1990,IL,REP
832,1990,IL,DEM
844,1990,IL,REP
1566,1990,IL,DEM
1546,1990,IN,REP
885,1990,IN,REP
1879,1990,KS,REP
1170,1990,KY,REP
1396,1990,LA,REP
671,1990,MA,DEM
358,1990,MA,DEM
1695,1990,MA,DEM
1383,1990,MA,DEM
908,1990,MA,DEM
1046,1990,MD,REP
745,1990,MD,DEM
1732,1990,ME,REP
875,1990,MI,REP
814,1990,MI,DEM
1706,1990,MN,DFL
1647,1990,MN,DEM
1102,1990,MO,REP
1531,1990,MS,DEM
1797,1990,MS,DEM
1723,1990,MS,REP
1883,1990,MT,DEM
1795,1990,NC,REP
646,1990,NE,REP
1153,1990,NE,DEM
914,1990,NH,REP
372,1990,NJ,DEM
474,1990,NJ,REP
1634,1990,NJ,REP
835,1990,NJ,REP
1914,1990,NJ,REP
1084,1990,NJ,DEM
1673,1990,NM,REP
1359,1990,NY,DEM
1075,1990,NY,REP
151,1990,NY,DEM
302,1990,NY,DEM
990,1990,NY,DEM
1034,1990,NY,DEM
1419,1990,NY,DEM
1846,1990,NY,REP
1738,1990,NY,REP
1540,1990,NY,REP
76,1990,OH,REP
1096,1990,OH,DEM
286,1990,OH,REP
1047,1990,OH,REP
1785,1990,OK,DEM
1272,1990,OR,DEM
1610,1990,PA,REP
803,1990,PA,REP
1348,1990,RI,REP
1678,1990,RI,REP
749,1990,SC,REP
719,1990,TN,REP
1790,1990,TN,DEM
937,1990,TX,DEM
1305,1990,TX,DEM
1659,1990,TX,DEM
1758,1990,TX,DEM
1311,1990,TX,DEM
1542,1990,VA,DEM
527,1990,VT,DEM
1728,1990,VT,REP
442,1990,VT,UNK
1782,1990,WA,DEM
1830,1990,WA,DEM
1337,1990,WA,DEM
325,1990,WA,DEM
1632,1990,WI,REP
458,1990,WI,REP
638,1990,WV,REP
781,1990,WY,REP
1801,1990,WY,REP
1473,1990,AK,REP
904,1990,CT,DEM
1122,1990,FL,REP
1381,1990,GA,REP
192,1990,IA,REP
1784,1990,ID,REP
901,1990,IL,DEM
1578,1990,IN,REP
1146,1990,IN,DEM
1006,1990,KY,DEM
1870,1990,MN,DEM
571,1990,ND,REP
1641,1990,NH,REP
1719,1990,NH,REP
1168,1990,NY,DEM
855,1990,NY,REP
1501,1990,OK,REP
549,1990,SD,REP
1063,1990,WA,REP
1236,1990,WI,REP
1760,1990,AK,REP
1888,1990,CA,REP
1506,1990,GA,DEM
324,1990,KY,REP
1448,1990,ME,DEM
981,1990,NJ,REP
1298,1990,NJ,DEM
659,1990,NM,DEM
1129,1990,NV,REP
631,1990,TN,REP
1821,1990,VA,REP
1071,1990,AK,DEM
724,1990,AR,DEM
846,1990,CA,DEM
1194,1990,HI,DEM
1107,1990,IA,DEM
828,1990,IL,REP
1709,1990,IL,DEM
1339,1990,IN,REP
906,1990,KS,REP
1224,1990,LA,DEM
1252,1990,MA,DEM
1466,1990,NC,DEM
926,1990,NH,DEM
1052,1990,OH,DEM
1426,1990,OH,DEM
1164,1990,SC,DEM
1062,1990,TN,DEM
136,1990,TX,DEM
1101,1990,TX,DEM
1035,1990,UT,REP
288,1990,VT,DEM
962,1990,WA,REP
1618,1990,WV,DEM
464,1990,AL,DEM
1186,1990,AR,REP
318,1990,AZ,REP
879,1990,AZ,DEM
1916,1990,CA,REP
1891,1990,CO,DEM
1864,1990,CT,REP
786,1990,FL,DEM
1066,1990,FL,DEM
1013,1990,GA,DEM
1380,1990,HI,DEM
1392,1990,ID,REP
845,1990,IL,
627,1990,IN,DEM
698,1990,LA,DEM
1245,1990,MA,DEM
1658,1990,MD,DEM
614,1990,MD,DEM
340,1990,MD,DEM
1606,1990,MI,DEM
858,1990,MO,REP
673,1990,MO,REP
1424,1990,MT,DEM
1025,1990,NC,REP
716,1990,NC,REP
1654,1990,NC,DEM
728,1990,ND,DEM
822,1990,ND,DEM
1915,1990,NE,DEM
1881,1990,NJ,DEM
407,1990,NV,DEM
1471,1990,NY,DEM
1528,1990,OR,REP
1136,1990,PA,REP
1742,1990,PA,REP
936,1990,PA,DEM
773,1990,RI,REP
1545,1990,RI,DEM
1203,1990,SD,REP
865,1990,SD,DEM
1660,1990,TN,DEM
645,1990,TX,DEM
1067,1990,TX,REP
213,1990,UT,REP
1268,1990,WI,DEM
743,1990,WV,DEM
1845,1990,WY,REP
1763,1990,AL,DEM
1132,1990,AL,DEM
1573,1990,AR,DEM
581,1990,CO,REP
1320,1990,CT,DEM
654,1990,DE,DEM
1429,1990,FL,DEM
1211,1990,IA,REP
1235,1990,KS,REP
810,1990,ME,REP
1313,1990,MI,DEM
685,1990,MN,REP
925,1990,MN,REP
87,1990,MS,REP
1335,1990,MS,REP
625,1990,MT,DEM
731,1990,MT,REP
1137,1990,NC,REP
969,1990,NE,DEM
1233,1990,NE,REP
866,1990,NE,REP
1251,1990,NE,DEM
1184,1990,NH,REP
694,1990,NJ,DEM
907,1990,NM,REP
718,1990,NV,DEM
1837,1990,OH,REP
683,1990,OK,DEM
1120,1990,OR,REP
1809,1990,SC,REP
1567,1990,SD,REP
1278,1990,TX,DEM
1311,1990,TX,
1852,1990,VA,REP
1613,1990,VA,DEM
1206,1990,VT,REP
677,1990,WA,DEM
980,1990,WI,DEM
1710,1990,WY,REP
708,1992,AL,DEM
843,1992,AL,DEM
971,1992,AS,DEM
1607,1992,CA,REP
1293,1992,CA,DEM
910,1992,CA,REP
821,1992,CA,DEM
909,1992,CA,DEM
928,1992,CA,DEM
624,1992,CA,DEM
1336,1992,CA,REP
853,1992,CA,REP
563,1992,CO,REP
1037,1992,CT,DEM
882,1992,CT,REP
125,1992,CT,DEM
1019,1992,CT,REP
365,1992,DC,DEM
1553,1992,FL,DEM
1393,1992,FL,REP
592,1992,FL,DEM
1697,1992,FL,REP
423,1992,FL,REP
1119,1992,GA,DEM
707,1992,GA,REP
1323,1992,GA,REP
1507,1992,IA,REP
842,1992,ID,REP
1662,1992,IL,DEM
1360,1992,IL,REP
839,1992,IL,DEM
1145,1992,IN,REP
1623,1992,IN,DEM
415,1992,KS,REP
1500,1992,KS,REP
418,1992,KY,REP
1205,1992,LA,DEM
1794,1992,LA,DEM
1165,1992,LA,REP
985,1992,LA,DEM
1016,1992,MA,DEM
643,1992,MD,REP
1465,1992,MD,REP
747,1992,MI,REP
924,1992,MI,REP
850,1992,MI,DEM
1143,1992,MI,DEM
1585,1992,MN,REP
1863,1992,MN,REP
762,1992,MO,DEM
1171,1992,MO,DEM
946,1992,MO,REP
1138,1992,NC,REP
911,1992,ND,DEM
616,1992,NE,REP
1913,1992,NH,REP
622,1992,NH,REP
573,1992,NJ,DEM
377,1992,NJ,DEM
557,1992,NJ,DEM
927,1992,NJ,DEM
1602,1992,NM,DEM
1713,1992,NM,REP
1403,1992,NY,REP
1301,1992,NY,REP
1454,1992,NY,REP
452,1992,NY,DEM
1453,1992,NY,REP
459,1992,NY,DEM
1367,1992,NY,REP
1341,1992,OH,DEM
1400,1992,OH,REP
1154,1992,OH,REP
33,1992,OH,REP
933,1992,OH,DEM
700,1992,OK,DEM
1397,1992,OK,DEM
1720,1992,OR,REP
540,1992,OR,DEM
1000,1992,PA,DEM
840,1992,PA,REP
1112,1992,PA,DEM
1232,1992,PA,DEM
1492,1992,PA,REP
1463,1992,PA,DEM
841,1992,PA,DEM
1404,1992,PA,DEM
1657,1992,PA,REP
404,1992,RI,DEM
1116,1992,SC,REP
1614,1992,SD,REP
1094,1992,TX,DEM
986,1992,TX,REP
1765,1992,TX,REP
1853,1992,TX,DEM
572,1992,TX,DEM
1105,1992,UT,REP
1518,1992,UT,DEM
666,1992,VA,REP
1532,1992,VA,REP
1464,1992,VA,DEM
1468,1992,WA,REP
1265,1992,WI,REP
1086,1992,WI,REP
1555,1992,WI,REP
1187,1992,WV,DEM
967,1992,AL,REP
955,1992,AL,DEM
594,1992,AL,REP
1149,1992,AL,DEM
1288,1992,AR,DEM
1188,1992,AR,REP
895,1992,AR,REP
827,1992,AZ,DEM
1269,1992,AZ,REP
1534,1992,AZ,DEM
950,1992,AZ,DEM
601,1992,CA,REP
686,1992,CA,DEM
1898,1992,CA,DEM
1098,1992,CA,DEM
40,1992,CA,DEM
1562,1992,CA,REP
1309,1992,CA,DEM
1581,1992,CA,REP
1181,1992,CA,REP
1411,1992,CA,REP
649,1992,CA,DEM
1314,1992,CA,DEM
1108,1992,CA,DEM
1370,1992,CA,DEM
18,1992,CA,DEM
429,1992,CA,DEM
59,1992,CA,REP
1386,1992,CA,REP
1823,1992,CA,DEM
1256,1992,CA,REP
236,1992,CA,REP
1527,1992,CA,REP
486,1992,CA,DEM
1671,1992,CA,DEM
507,1992,CA,DEM
987,1992,CA,DEM
1407,1992,CO,REP
1668,1992,CO,REP
1249,1992,CT,DEM
1467,1992,CT,DEM
1219,1992,CT,REP
67,1992,DE,DEM
770,1992,DE,REP
752,1992,FL,REP
48,1992,FL,DEM
526,1992,FL,DEM
1012,1992,FL,REP
1808,1992,FL,DEM
339,1992,FL,REP
658,1992,FL,REP
1349,1992,FL,REP
1436,1992,FL,REP
1724,1992,FL,DEM
1319,1992,FL,REP
172,1992,FL,DEM
892,1992,FL,DEM
1421,1992,FL,DEM
894,1992,FL,REP
212,1992,FL,DEM
1051,1992,GA,DEM
1258,1992,GA,REP
26,1992,GA,DEM
1589,1992,GA,DEM
1636,1992,GA,DEM
775,1992,GA,REP
884,1992,GA,DEM
1215,1992,GA,DEM
1413,1992,GA,DEM
665,1992,GU,REP
1829,1992,GU,DEM
1486,1992,IA,DEM
1285,1992,ID,DEM
1751,1992,ID,DEM
109,1992,ID,REP
434,1992,IL,DEM
1324,1992,IL,DEM
204,1992,IL,DEM
968,1992,IL,REP
964,1992,IL,DEM
145,1992,IL,DEM
466,1992,IL,REP
740,1992,IN,REP
734,1992,IN,REP
1390,1992,IN,DEM
1716,1992,KS,DEM
596,1992,KY,DEM
1516,1992,MA,DEM
667,1992,MA,REP
1420,1992,MA,DEM
1813,1992,MA,REP
886,1992,MA,DEM
230,1992,MD,DEM
1905,1992,MD,DEM
620,1992,MD,REP
1773,1992,MI,DEM
1159,1992,MI,REP
1727,1992,MI,REP
1707,1992,MI,REP
610,1992,MI,DEM
793,1992,MI,REP
1266,1992,MI,REP
291,1992,MI,DEM
1547,1992,MN,DFL
1443,1992,MN,DFL
812,1992,MN,UNK
1346,1992,MN,DEM
1068,1992,MN,REP
611,1992,MN,IND
385,1992,MN,DFL
1786,1992,MO,REP
1874,1992,MO,DEM
915,1992,MS,DEM
799,1992,NC,DEM
253,1992,NC,DEM
1831,1992,NC,DEM
805,1992,NC,REP
55,1992,NC,REP
796,1992,NC,DEM
1857,1992,NC,DEM
1563,1992,ND,DEM
295,1992,NJ,REP
